territory,year,area,code,surface,WeWorld Index Italia,Sottoindice Contesto,Sottoindice Minori,Sottoindice Donne,Contesto: Ambiente,Contesto: Abitazione,Contesto: Digitalizzazione,Contesto: Sicurezza e protezione,Contesto: Violenza contro donne e bambini,Minori: Salute,Minori: Istruzione,Minori: Povertà educativa,Minori: Capitale umano,Minori: Capitale economico,Donne: Salute,Donne: Educazione,Donne: Opportunità economiche,Donne: Conciliazione vita-lavoro,Donne: Partecipazione politica,Indicatore 1,Indicatore 2,Indicatore 3,Indicatore 4,Indicatore 5,Indicatore 6,Indicatore 7,Indicatore 8,Indicatore 9,Indicatore 10,Indicatore 11,Indicatore 12,Indicatore 13,Indicatore 14,Indicatore 15,Indicatore 16,Indicatore 17,Indicatore 18,Indicatore 19,Indicatore 20,Indicatore 21,Indicatore 22,Indicatore 23,Indicatore 24,Indicatore 25,Indicatore 26,Indicatore 27,Indicatore 28,Indicatore 29,Indicatore 30,Indicatore 1 (dato),Indicatore 2 (dato),Indicatore 3 (dato),Indicatore 4 (dato),Indicatore 5 (dato),Indicatore 6 (dato),Indicatore 7 (dato),Indicatore 8 (dato),Indicatore 9 (dato),Indicatore 10 (dato),Indicatore 11 (dato),Indicatore 12 (dato),Indicatore 13 (dato),Indicatore 14 (dato),Indicatore 15 (dato),Indicatore 16 (dato),Indicatore 17 (dato),Indicatore 18 (dato),Indicatore 19 (dato),Indicatore 20 (dato),Indicatore 21 (dato),Indicatore 22 (dato),Indicatore 23 (dato),Indicatore 24 (dato),Indicatore 25 (dato),Indicatore 26 (dato),Indicatore 27 (dato),Indicatore 28 (dato),Indicatore 29 (dato),Indicatore 30 (dato),Popolazione (totale),Popolazione (0-17),Popolazione (donne),Popolazione (0-13),EU Social Progress Index 2.0,Subnational HDI,PIL per abitante
Italia,2023,,,,55.0,63.0,62.2,42.4,57.7,76.8,62.3,60.0,60.1,62.1,58.7,58.3,75.4,58.3,43.6,39.7,31.1,52.1,49.0,59.9,55.4,72.3,81.2,59.7,64.9,57.2,62.9,66.9,53.2,51.1,73.1,61.5,55.8,90.0,26.7,82.8,67.9,73.4,43.3,47.1,40.2,65.7,13.7,39.7,22.5,61.3,42.9,55.2,42.7,13.91846764562152,492.0,5.2,8.9,59.77105446914084,53.6,0.6,8.3,0.21,28.58265083695295,26.7,1005.1581222102882,38.5,44.2,10.5,18.8,65.5,35.2,10.1,36077.47498482645,66.6,57.9,37.1,11.8,17.891281461869,26.7,30.0,73.0,33.7,23.1,58997201.0,9075713.0,30182369.0,6766128.0,,,36077.47498482645
Lazio,2018,Centro,12.0,17232.2906,55.4,52.8,66.7,48.3,55.4,64.3,28.8,61.9,64.6,69.3,65.2,58.6,82.8,60.4,44.1,40.2,35.6,62.3,66.7,64.1,46.8,59.0,69.6,36.3,21.4,69.3,54.4,80.3,48.9,52.1,86.5,68.8,61.6,86.6,30.5,88.7,76.9,80.7,40.0,47.1,41.2,73.1,7.38,47.5,23.8,64.9,59.8,73.1,60.4,13.0,524.0,7.7,14.4,36.40583528514526,20.9,0.4,10.2,0.12029114832117299,31.200157810275797,26.4,942.8588082901555,31.2,38.4,11.0,21.1,70.1,39.9,7.3,34514.44034067685,66.6,58.2,38.8,8.3,15.5849889973545,27.1,31.4,81.0,40.2,31.4,5774606.0,937835.0,2988655.0,727887.0,,0.917,34514.44034067685
Lazio,2019,Centro,12.0,17232.2906,57.3,57.4,66.3,49.5,57.5,72.9,38.7,60.5,63.4,71.5,64.2,55.1,81.8,62.0,43.8,47.6,35.9,63.8,62.3,66.4,48.7,70.7,75.1,47.5,29.9,63.0,58.0,68.2,58.5,52.4,90.6,67.8,60.7,82.6,27.5,89.2,74.4,82.9,41.1,49.1,38.5,87.0,8.28,48.0,23.8,72.4,55.2,64.2,60.4,12.48,517.0,5.5,11.8,47.64255020947194,27.299999999999997,0.5,9.4,0.2012728832592118,25.3413589941191,26.3,923.5446313065977,32.2,39.3,11.6,19.3,70.5,38.6,6.5,35040.3514076053,67.0,57.4,42.0,8.8,15.440451187984,27.1,34.3,78.8,36.975,31.4,5773076.0,925199.0,2985536.0,713900.0,,0.922,35040.3514076053
Lazio,2020,Centro,12.0,17232.2906,58.6,59.8,67.1,50.2,59.8,67.1,44.0,66.8,65.1,83.1,62.3,53.6,79.6,61.8,49.3,50.7,33.8,64.9,57.9,63.7,55.9,60.1,74.0,49.6,38.4,63.0,70.5,78.1,52.2,72.2,94.0,66.1,58.4,78.6,28.5,89.9,69.2,88.1,35.5,48.6,50.1,94.8,6.66,44.5,23.1,75.0,54.9,55.4,60.4,13.08,490.0,7.5,12.3,49.712446791293594,33.7,0.5,6.6,0.13478028959566923,29.229261348080822,20.5,907.7435233160621,33.85,41.599999999999994,12.2,19.9,71.1,35.9,4.5,32381.5,66.9,60.8,43.8,7.9,16.4628731078706,26.9,35.3,78.7,33.75,31.4,5755700.0,913150.0,2976519.0,700778.0,,0.917,32381.5
Lazio,2021,Centro,12.0,17232.2906,56.5,58.8,63.5,48.4,60.6,67.5,54.0,63.4,50.3,73.7,60.3,64.8,56.9,62.7,45.2,43.3,35.2,71.9,53.5,69.1,52.2,61.2,73.8,61.2,46.9,57.2,69.6,49.5,51.2,59.3,88.2,64.5,56.1,98.7,31.0,90.2,23.7,82.9,42.5,42.4,48.0,74.8,11.7,46.9,23.5,77.0,66.8,46.5,60.4,11.88,504.0,7.3,12.4,61.26255008651261,40.1,0.6,6.8,0.3379777674844771,29.834460842352673,24.3,934.7287449392712,35.5,43.9,9.2,21.4,71.3,12.3,6.5,35701.11430713312,65.7,60.2,39.2,10.7,15.7749534484399,27.0,36.1,84.3,30.525000000000002,31.4,5730399.0,908788.0,2963226.0,692634.0,,0.92,35701.11430713312
Lazio,2022,Centro,12.0,17232.2906,61.0,65.3,69.1,50.2,58.8,77.3,61.6,67.7,62.8,72.2,60.2,70.9,74.6,68.8,53.7,51.4,35.8,65.6,49.0,64.4,53.2,71.3,83.3,67.9,55.4,69.3,66.0,77.3,48.3,46.3,98.1,63.9,56.5,111.0,31.0,91.2,58.0,86.3,51.2,59.5,48.0,88.7,14.0,47.5,24.1,81.7,49.4,37.7,60.4,12.92,500.0,5.4,7.9,67.93095492078515,46.5,0.4,7.6,0.14,31.578988347622584,28.1,888.7391874180865,36.1,43.5,7.4,21.4,72.1,30.1,5.2,39814.40411511622,69.0,60.2,42.4,12.0,15.5934612184298,27.2,37.9,76.1,27.3,31.4,5714882.0,899044.0,2946526.0,678108.0,,0.929,39814.40411511622
Lazio,2023,Centro,12.0,17232.2906,61.5,64.7,72.2,49.7,58.8,75.1,63.5,64.5,62.8,72.2,59.4,75.2,85.9,70.9,44.7,60.9,34.8,65.1,49.0,64.4,53.2,71.3,78.9,71.6,55.4,69.3,59.8,77.3,48.3,46.3,98.1,63.7,55.1,119.0,31.0,93.6,78.3,86.3,55.4,48.1,41.2,104.0,18.0,44.9,24.8,81.7,48.6,37.7,60.4,12.92,500.0,5.4,10.0,71.69172899263589,46.5,0.4,9.0,0.14,31.578988347622584,28.1,888.7391874180865,36.3,44.9,6.1,21.4,74.0,40.6,5.2,41789.73695256751,66.8,58.2,45.9,14.2,16.3518050088992,27.4,37.9,75.7,27.3,31.4,5720536.0,884885.0,2949450.0,661672.0,93.0,,41789.73695256751
Liguria,2018,Nord-ovest,7.0,5416.213500000001,52.2,51.6,67.6,40.7,53.0,88.4,25.3,57.6,53.7,82.9,65.9,57.6,77.0,58.5,43.6,37.8,35.1,65.1,29.6,63.8,42.2,83.5,93.2,39.4,11.1,63.0,52.2,40.6,66.9,89.9,75.8,68.1,63.6,74.6,40.7,85.1,68.8,82.1,35.0,50.7,36.5,66.2,9.53,48.4,21.8,64.6,65.5,31.3,27.8,13.06666666666667,541.0,3.1,3.2,39.58851795944554,13.2,0.5,10.7,0.40843107939961454,20.25392528936883,15.3,992.604938271605,31.9,36.4,12.8,27.3,67.3,35.7,6.8,32153.158895466077,67.3,56.8,37.2,9.5,15.3232737348801,26.5,31.3,83.7,25.0,16.1,1541541.0,211322.0,805080.0,160802.0,,0.899,32153.158895466077
Liguria,2019,Nord-ovest,7.0,5416.213500000001,54.9,56.0,69.7,42.4,55.9,83.7,34.4,61.2,55.7,82.1,66.3,67.4,78.7,56.9,45.8,40.3,37.6,65.8,30.2,68.9,43.0,74.5,93.0,46.8,22.0,63.0,59.3,44.6,66.9,80.4,83.8,67.6,65.0,95.3,39.6,87.1,70.2,77.3,36.5,49.7,41.9,69.6,11.0,52.7,22.5,67.0,64.7,32.5,27.8,11.93333333333333,538.0,4.8,3.3,46.93860039310514,21.375,0.5,9.1,0.3764370484323907,20.252927175245837,18.1,955.0727272727273,32.4,35.0,9.7,26.6,68.9,36.4,8.6,32858.291606383675,67.1,58.4,38.0,10.3,14.049301646281,26.7,32.2,83.3,25.425,16.1,1532980.0,207965.0,799437.0,157587.0,,0.905,32858.291606383675
Liguria,2020,Nord-ovest,7.0,5416.213500000001,52.7,55.1,67.0,39.6,59.6,81.0,37.3,66.5,42.5,80.8,63.2,63.3,75.1,55.5,45.8,28.3,38.2,57.6,34.3,71.4,47.8,68.6,93.5,41.6,32.9,57.2,75.9,29.0,56.1,78.7,82.9,65.0,61.4,93.3,33.3,87.8,62.5,81.0,30.1,45.0,46.7,47.5,9.17,54.6,21.8,65.7,49.4,33.7,34.8,11.36842105263158,520.0,5.9,3.1,41.770529794332525,29.55,0.6,5.4,0.5061327472316121,26.85285059569421,18.6,959.3850931677018,34.95,38.6,10.0,22.8,69.4,32.4,7.2,29849.3,66.2,59.8,32.9,9.3,13.463432345217,26.5,31.7,76.1,25.85,19.4,1524826.0,204887.0,794455.0,154461.0,,0.895,29849.3
Liguria,2021,Nord-ovest,7.0,5416.213500000001,51.6,55.4,59.7,41.5,57.8,71.5,45.6,75.1,36.9,73.9,60.1,56.8,50.9,59.0,55.2,33.7,36.0,52.6,34.8,74.0,41.6,54.2,88.8,47.5,43.7,76.1,74.1,28.7,45.1,70.2,77.6,62.5,57.8,73.9,39.7,87.3,14.5,82.1,36.0,53.3,57.2,54.0,13.3,50.3,21.8,67.0,38.2,34.8,34.8,10.78260869565217,543.0,8.6,5.3,47.59618357675056,37.725,0.3,5.8,0.508477269477063,33.52089403390758,21.1,983.9038461538462,37.5,42.2,12.9,26.7,69.0,7.5,6.8,32620.478197371027,67.8,62.9,34.4,11.6,14.7597889792725,26.5,32.2,70.8,26.275,19.4,1518495.0,204556.0,789650.0,153489.0,,0.905,32620.478197371027
Liguria,2022,Nord-ovest,7.0,5416.213500000001,53.6,58.9,64.7,40.4,57.8,85.8,53.2,63.3,42.3,73.2,59.3,65.5,63.3,63.0,42.8,36.4,31.8,61.4,35.4,73.2,42.4,79.2,92.4,51.8,54.6,51.6,75.0,44.1,40.5,61.6,84.7,61.4,57.3,91.3,39.7,88.0,38.6,84.7,41.4,46.0,39.5,59.7,13.1,41.4,22.1,71.1,51.8,36.0,34.8,10.95833333333333,540.0,3.9,3.6,51.94034955094281,45.9,0.7,5.6,0.38,36.388681058958184,23.6,951.2594936708861,38.6,42.7,10.3,26.7,69.6,20.0,5.8,35169.08981901352,66.4,57.7,35.7,11.5,17.3910508634688,26.6,33.8,77.2,26.7,19.4,1509227.0,201821.0,783406.0,150299.0,,0.913,35169.08981901352
Liguria,2023,Nord-ovest,7.0,5416.213500000001,55.4,56.4,68.1,44.2,57.8,81.4,55.1,63.5,34.5,73.2,57.9,65.8,80.1,65.8,44.1,48.2,36.1,62.1,35.4,73.2,42.4,79.2,83.5,55.6,54.6,51.6,75.4,28.5,40.5,61.6,84.7,60.0,55.8,92.0,39.7,90.4,69.8,84.7,46.9,46.6,41.6,79.2,17.2,50.4,21.8,71.1,53.0,36.0,34.8,10.95833333333333,540.0,3.9,7.8,55.666251157781275,45.9,0.7,5.5,0.51,36.388681058958184,23.6,951.2594936708861,40.0,44.2,10.2,26.7,71.5,36.2,5.8,37756.56324582339,66.5,58.3,40.2,13.8,14.7206840456666,26.5,33.8,77.8,26.7,19.4,1507636.0,199610.0,781369.0,147581.0,91.1,,37756.56324582339
Lombardia,2018,Nord-ovest,3.0,23863.65,55.2,57.0,67.3,43.9,43.1,85.9,44.3,53.1,69.1,67.9,71.7,52.9,79.3,67.6,45.9,46.3,28.7,59.3,45.3,27.8,58.4,78.2,93.7,40.0,48.5,69.3,37.0,65.4,72.9,79.7,56.1,72.8,70.6,72.6,33.3,82.3,76.3,84.4,50.7,51.2,40.5,83.1,9.53,46.3,11.1,61.3,57.3,44.5,46.1,21.06666666666667,481.0,4.1,3.0,40.14733988854176,41.3,0.4,14.1,0.22103268355033487,16.569047205076938,18.3,1083.9138513513512,27.2,29.4,13.1,22.8,65.1,39.6,5.9,39552.491021402144,67.4,58.0,41.1,9.5,15.9339813078905,23.3,30.0,79.8,29.8,24.7,9986962.0,1656432.0,5103493.0,1283354.0,,0.915,39552.491021402144
Lombardia,2019,Nord-ovest,3.0,23863.65,55.9,57.8,68.2,44.3,45.7,83.8,44.3,58.5,65.0,66.2,70.3,59.3,78.1,68.3,45.9,42.4,29.6,65.8,45.0,33.7,57.8,73.9,93.7,31.9,56.8,69.3,47.7,63.4,66.5,77.0,55.4,70.9,69.7,84.6,34.0,81.7,74.4,85.2,51.4,49.1,42.6,74.8,9.89,47.1,12.1,65.7,65.9,43.9,46.1,19.76666666666667,483.0,4.9,3.0,32.09947369733061,47.5,0.4,11.7,0.23474502142488468,20.49078484158211,19.1,1087.0111587982833,29.1,30.3,11.3,23.2,64.6,38.6,5.6,39902.70880190035,67.0,58.6,39.2,9.7,15.7078268820812,23.6,31.7,83.9,29.575,24.7,10010833.0,1641860.0,5108632.0,1266368.0,,0.919,39902.70880190035
Lombardia,2020,Nord-ovest,3.0,23863.65,55.7,62.6,63.6,43.5,45.7,85.3,50.7,69.2,70.3,62.0,67.6,50.7,75.0,65.1,43.1,41.6,31.0,62.8,44.7,29.5,61.9,76.6,94.1,36.5,65.0,69.3,69.1,68.9,71.7,67.4,56.6,68.7,66.5,72.6,28.9,82.2,67.9,83.9,46.3,39.9,46.3,76.6,6.66,49.8,12.1,62.6,63.0,43.3,46.1,20.7,468.0,4.4,2.8,36.61328535864098,53.699999999999996,0.4,6.9,0.19607818146898442,17.27706448196849,21.9,1081.8334778837814,31.35,33.45,13.1,20.1,65.0,35.2,6.1,37486.6,65.2,59.7,39.6,7.9,14.9106183338043,23.6,30.5,82.5,29.35,24.7,10027602.0,1626098.0,5115227.0,1247354.0,,0.905,37486.6
Lombardia,2021,Nord-ovest,3.0,23863.65,55.0,63.9,61.0,42.8,47.9,85.9,59.1,66.6,65.8,62.6,64.9,58.0,50.0,71.7,44.2,37.5,33.5,58.3,44.4,36.8,58.9,77.1,94.7,45.0,73.3,69.3,63.8,68.8,62.8,71.5,53.6,66.4,63.4,84.6,31.3,82.1,17.9,86.3,57.1,41.4,47.0,63.6,11.5,53.1,13.8,64.6,52.0,42.7,46.1,19.0625,479.0,4.3,2.5,45.09792912182728,59.89999999999999,0.4,8.1,0.19678055209932382,22.760904851243655,20.7,1095.5967885816235,33.6,36.6,11.3,21.6,64.9,9.3,5.2,42584.31071388421,65.5,59.9,36.6,10.6,13.9126093853519,24.1,31.3,77.3,29.125,24.7,9981554.0,1612906.0,5086108.0,1228164.0,,0.921,42584.31071388421
Lombardia,2022,Nord-ovest,3.0,23863.65,58.1,65.6,67.2,44.6,46.4,85.5,67.6,61.0,74.5,65.7,66.2,62.7,67.0,75.1,49.7,40.1,31.5,63.4,44.1,29.9,63.0,77.1,93.9,53.6,81.5,63.0,58.9,80.3,68.6,75.6,55.8,67.1,65.3,94.0,31.3,82.7,51.3,86.0,64.3,51.7,47.7,70.9,9.35,48.1,14.8,76.8,50.1,42.1,46.1,20.6,464.0,4.3,2.9,53.75183511998323,66.1,0.5,9.2,0.12,19.204449910273947,19.5,1085.2490974729242,32.9,34.7,9.9,21.6,65.4,26.6,5.3,45951.68991013876,67.5,60.1,38.3,9.4,15.3988838881886,24.4,36.0,76.4,28.9,24.7,9943004.0,1593740.0,5061476.0,1202456.0,,0.927,45951.68991013876
Lombardia,2023,Nord-ovest,3.0,23863.65,60.7,65.6,72.2,47.1,46.4,86.0,70.0,58.5,74.5,65.7,65.7,69.7,83.0,78.4,45.2,49.8,33.2,65.1,47.7,29.9,63.0,77.1,94.9,58.4,81.5,63.0,53.9,80.3,68.6,75.6,55.8,66.7,64.6,108.0,31.3,86.8,79.2,86.0,70.9,48.1,42.2,84.4,15.3,51.3,15.1,76.8,53.5,42.1,53.4,20.6,464.0,4.3,2.4,58.54505614371595,66.1,0.5,10.3,0.12,19.204449910273947,19.5,1085.2490974729242,33.3,35.4,7.8,21.6,68.6,41.1,5.3,49062.96589055762,66.8,58.5,41.4,12.7,14.4674777272255,24.5,36.0,78.0,28.9,28.1,9976509.0,1573871.0,5075989.0,1177795.0,89.8,,49062.96589055762
Marche,2018,Centro,11.0,9401.375500000002,49.9,44.9,64.6,42.9,56.6,81.9,9.9,54.0,73.8,70.1,71.2,64.3,71.4,48.9,41.5,33.2,34.4,61.4,50.3,68.6,44.6,72.3,91.6,2.97,16.8,57.2,50.8,79.3,68.3,73.2,66.9,72.5,69.9,95.3,33.3,82.0,60.9,72.6,25.2,38.3,44.6,57.9,8.46,44.7,24.1,57.9,64.9,65.7,34.8,12.0,532.0,5.2,4.0,3.19705803109702,17.5,0.6,11.0,0.12653388060642629,19.39244635628386,20.2,1033.5397727272727,27.5,30.1,9.7,22.8,64.8,31.6,10.4,27557.569125582617,64.9,59.2,35.3,8.9,16.4142977641269,27.2,28.7,83.4,37.5,19.4,1526331.0,236654.0,785202.0,181903.0,,0.903,27557.569125582617
Marche,2019,Centro,11.0,9401.375500000002,53.9,52.4,65.8,45.3,57.3,79.0,18.8,66.6,69.6,65.4,71.2,69.1,74.3,51.8,42.6,38.0,37.4,67.7,46.5,68.1,46.5,70.2,87.8,9.67,27.8,76.1,57.1,79.1,60.1,61.6,69.2,71.7,70.7,103.0,34.8,82.7,65.9,77.0,26.5,46.0,39.2,68.8,7.2,50.1,24.8,62.6,72.8,58.3,34.8,12.09090909090909,525.0,5.6,5.8,9.88261647630585,25.775,0.3,9.6,0.1283520748754664,24.38370662284136,23.6,1023.2528735632184,28.3,29.3,8.5,23.7,65.4,34.2,8.7,28134.531175074182,66.4,57.6,37.8,8.2,14.8227855448157,27.4,30.5,87.15,34.8,19.4,1520321.0,232438.0,781233.0,178046.0,,0.908,28134.531175074182
Marche,2020,Centro,11.0,9401.375500000002,54.9,54.2,62.4,49.0,63.1,81.8,26.5,64.5,52.9,64.8,68.8,63.9,67.6,48.8,46.4,43.4,36.6,72.3,53.1,73.0,53.2,72.3,91.3,14.2,38.9,57.2,71.8,43.2,62.6,57.9,71.8,70.0,67.7,98.7,29.2,82.5,52.8,75.5,22.2,41.4,51.4,82.2,4.51,48.3,24.8,63.9,80.8,50.8,55.3,11.0,500.0,5.2,4.1,14.38157606181438,34.05,0.6,6.3,0.38763421026959316,22.834773170881146,24.7,1011.0348837209302,30.0,32.3,9.2,20.3,65.2,27.4,9.3,26118.7,65.5,61.2,40.9,6.7,15.3315238478668,27.4,31.0,90.9,32.1,29.0,1512672.0,228498.0,776981.0,173898.0,,0.9,26118.7
Marche,2021,Centro,11.0,9401.375500000002,56.7,65.7,60.7,45.6,60.3,79.9,40.3,76.9,82.3,65.5,66.5,70.4,48.7,55.0,38.5,44.3,35.7,65.6,49.4,74.4,46.2,69.1,90.7,30.7,49.9,76.1,77.6,78.7,85.9,62.2,68.9,68.3,64.7,107.0,33.5,83.5,13.9,81.8,28.2,38.8,38.2,75.7,12.9,46.0,25.5,63.9,67.4,43.4,55.3,10.7,526.0,5.8,4.4,30.84290844702479,42.325,0.3,5.0,0.13049668342679072,8.61099495538137,23.45,1024.421686746988,31.7,35.3,7.9,22.9,66.0,7.2,6.9,28951.761275226283,65.0,57.3,39.4,11.4,16.0287021524054,27.6,31.0,84.6,29.4,29.0,1498236.0,224794.0,768653.0,170054.0,,0.907,28951.761275226283
Marche,2022,Centro,11.0,9401.375500000002,58.9,64.0,65.6,48.6,58.6,79.9,53.6,67.2,63.6,65.0,66.6,77.4,64.6,56.0,39.9,54.1,39.7,69.0,45.6,67.7,49.5,70.7,89.0,46.4,60.9,63.0,71.4,42.9,84.3,66.4,63.5,67.5,65.7,121.0,33.5,83.3,45.9,79.2,32.9,36.2,43.6,95.7,12.6,52.4,27.1,70.3,67.6,36.0,55.3,12.18181818181818,514.0,5.5,5.2,46.47920590784594,50.6,0.5,6.4,0.39,9.589623644482245,22.2,1049.367088607595,32.5,34.3,5.8,22.9,65.9,23.8,7.9,31189.678890758565,64.5,58.9,44.0,11.2,14.1351184567974,28.1,33.5,84.7,26.7,29.0,1487150.0,221041.0,761680.0,165800.0,,0.915,31189.678890758565
Marche,2023,Centro,11.0,9401.375500000002,59.8,63.5,67.7,49.8,58.6,80.8,59.6,66.3,55.3,65.0,66.2,76.4,74.4,58.2,44.3,54.8,41.5,66.6,45.6,67.7,49.5,70.7,90.9,58.3,60.9,63.0,69.6,26.2,84.3,66.4,63.5,68.0,64.4,119.0,33.5,85.0,63.8,79.2,37.2,47.1,41.6,97.0,12.6,55.5,27.5,70.3,63.0,36.0,55.3,12.18181818181818,514.0,5.5,4.3,58.36849841445352,50.6,0.5,6.8,0.53,9.589623644482245,22.2,1049.367088607595,32.0,35.6,6.1,22.9,67.2,33.1,7.9,33216.04314122009,66.6,58.3,44.3,11.2,13.2191573308418,28.2,33.5,82.5,26.7,29.0,1484298.0,217478.0,759384.0,161645.0,92.7,,33216.04314122009
Molise,2018,Sud,14.0,4460.647299999999,43.6,35.7,53.4,43.6,79.1,61.3,2.16,84.4,65.4,67.0,62.9,50.2,63.5,32.4,32.8,39.8,33.1,57.2,63.5,73.0,85.1,60.1,62.4,2.92,1.4,100.0,68.7,74.8,55.9,33.7,100.0,66.7,59.0,92.0,8.45,78.5,48.4,53.8,11.0,33.7,32.0,71.8,7.74,23.2,43.1,42.7,71.7,72.5,54.4,11.0,382.0,7.5,17.8,3.1494047316553897,5.9,0.0,7.0,,26.929286406199548,31.8,879.0,33.3,41.0,10.2,7.7,62.1,25.1,17.5,20842.961087811273,64.0,55.5,38.5,8.5,22.8016327293772,32.9,22.8,86.6,40.0,28.6,306564.0,43358.0,155333.0,32523.0,,0.873,20842.961087811273
Molise,2019,Sud,14.0,4460.647299999999,44.5,42.5,52.7,39.4,75.0,66.1,6.81,85.9,48.1,63.6,61.3,48.9,62.8,34.1,32.3,29.2,33.2,51.9,58.3,61.1,88.9,58.0,74.2,6.23,7.39,100.0,71.8,74.8,21.3,27.9,99.4,65.9,56.6,88.6,9.11,78.9,46.7,55.9,12.3,36.2,28.3,50.1,8.28,23.3,43.1,42.4,61.3,62.2,54.4,13.66666666666667,368.0,7.9,12.2,6.448175018433069,10.4,0.0,6.3,,48.065110565110565,33.5,882.8055555555555,34.1,43.4,10.7,8.1,62.4,24.2,16.7,21467.70776637988,64.5,54.4,33.5,8.8,22.7703931902834,32.9,22.7,81.7,36.25,28.6,303790.0,42328.0,154029.0,31781.0,,0.879,21467.70776637988
Molise,2020,Sud,14.0,4460.647299999999,48.1,50.6,52.2,42.0,73.6,65.1,14.8,92.4,50.7,68.6,59.4,51.6,60.2,30.7,38.1,37.4,34.6,50.1,53.2,58.1,89.1,62.8,67.5,16.3,13.4,100.0,84.8,76.8,24.5,33.4,104.0,64.0,54.8,98.7,4.5,79.4,41.1,51.5,9.94,39.3,36.8,67.9,6.84,27.2,42.1,39.8,60.4,51.9,54.4,14.33333333333333,367.0,7.0,15.4,16.446459648657292,14.9,0.0,3.4,,46.141215106732346,31.9,861.75,35.95,45.25,9.2,5.3,62.8,21.3,18.4,20350.5,65.1,56.9,37.6,8.0,21.6166901748394,32.6,21.7,81.3,32.5,28.6,300516.0,41412.0,152563.0,31023.0,,0.872,20350.5
Molise,2021,Sud,14.0,4460.647299999999,50.2,55.5,52.7,43.2,75.2,56.2,29.8,76.4,54.7,65.1,57.5,57.3,59.5,31.8,41.2,41.9,28.7,63.0,48.0,65.6,84.8,38.3,74.0,40.2,19.4,76.1,76.7,74.4,35.0,32.7,97.5,62.2,52.9,109.0,5.16,79.8,39.1,47.2,16.3,45.5,36.8,74.0,9.89,16.1,41.4,40.6,85.4,41.6,54.4,12.66666666666667,383.0,11.6,12.3,40.3523294670348,19.4,0.3,5.2,,39.740099009900995,32.099999999999994,891.75,37.8,47.1,7.6,5.7,63.1,20.3,20.0,23362.87386084584,66.3,56.9,39.0,9.7,24.9135026683797,32.4,22.0,93.1,28.75,28.6,294294.0,40400.0,149430.0,30200.0,,0.874,23362.87386084584
Molise,2022,Sud,14.0,4460.647299999999,50.8,57.9,52.9,42.7,72.8,52.9,44.0,75.7,50.9,61.5,57.5,54.9,58.5,36.4,35.3,44.3,36.2,58.5,42.9,58.1,87.5,38.3,67.5,62.7,25.4,76.1,75.4,69.8,32.0,32.0,91.0,60.1,55.0,105.0,5.16,79.8,37.2,53.0,19.7,38.3,32.4,76.1,12.4,31.3,41.1,41.9,75.0,31.3,54.4,14.33333333333333,373.0,11.6,15.4,62.74478462125682,23.9,0.3,5.5,,41.54215042907622,32.3,921.75,39.9,45.0,8.3,5.7,63.1,19.3,17.8,24968.53286890872,64.9,55.6,39.5,11.1,20.3842558044765,32.3,22.5,88.2,25.0,28.6,292150.0,39620.0,148137.0,29496.0,,0.885,24968.53286890872
Molise,2023,Sud,14.0,4460.647299999999,49.2,58.9,56.3,35.8,72.8,57.3,44.0,74.0,52.4,61.5,60.0,57.3,70.2,38.2,28.6,39.5,35.5,53.1,27.7,58.1,87.5,38.3,76.3,62.7,25.4,76.1,71.8,72.8,32.0,32.0,91.0,64.7,55.2,109.0,5.16,83.3,57.1,53.0,23.5,39.9,17.4,65.3,13.7,30.5,40.4,41.9,64.3,31.3,24.0,14.33333333333333,373.0,11.6,11.2,62.74478462125682,23.9,0.3,6.3,,41.54215042907622,32.3,921.75,35.3,44.8,7.6,5.7,65.9,29.6,17.8,26721.28320110383,65.2,51.2,37.0,11.8,20.6268170388326,32.1,22.5,83.1,25.0,14.3,290636.0,38929.0,147085.0,28863.0,85.3,,26721.28320110383
Nord-est,2018,,,,55.2,51.8,69.2,47.0,41.9,88.0,28.4,53.6,66.2,64.9,70.4,68.0,80.8,63.0,45.8,43.5,33.0,65.5,53.4,45.5,38.4,81.4,94.7,16.8,40.0,69.3,37.8,61.0,71.5,59.9,69.9,70.9,70.0,90.0,46.0,84.5,77.1,84.4,41.5,46.0,45.6,74.0,12.9,50.3,15.8,70.6,60.4,61.0,45.7,17.138272521351645,555.0,3.5,2.5,17.00825634826466,34.9,0.4,13.9,0.25218946692022354,17.41967664272365,24.1,1019.9925952967768,29.1,30.0,10.5,30.5,66.8,40.0,5.9,35231.89040972317,66.4,59.5,39.0,11.4,14.7590138671503,24.7,33.6,81.3,35.8,24.5,11606749.0,1874898.0,5949613.0,1446212.0,,,35231.89040972317
